,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,HG_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2012-01-31,151787,37665,33482,77199,78424,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.787499904632568,0.008070519873243427,-1225,-0.9800281609235663,4183,-0.2381769654853556,0.08917062387950367,0.05071190633477167,-0.004337538542457775,0.02244225486131568,0.04861845284952559
2012-02-07,160030,40578,33536,82954,87532,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.872499942779541,0.02860713616196963,-4578,-2.209016582447772,7042,1.8835605157226905,0.08718017901763195,0.04003292225490461,0.02244225486131568,-0.01575206486807834,0.045230301862814286
2012-02-14,164491,42281,32572,85459,94173,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.811500072479248,0.052975542734860874,-8714,-2.58451540336187,9709,1.6665625195275886,0.050915204417921085,0.03562983447557212,-0.01575206486807834,0.005771962626176075,0.04218832477081545
2012-02-21,162525,43171,33634,84117,91136,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.8334999084472656,0.043187201968927856,-7019,1.0304515140645993,9537,-0.10456499139770564,0.024986733465332974,0.025415012043486753,0.005771962626176075,0.02047737949646189,0.039406233945323714
2012-02-28,153312,43900,33389,77325,86060,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.911999940872192,0.0569753183051555,-8735,-1.0558375634517767,10511,0.5992924165512997,0.07263824708510573,0.012602052038453078,0.02047737949646189,-0.046267892897155605,0.036859715091113424
2012-03-06,152741,44783,33198,76505,83720,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.7309999465942383,0.04723682573768667,-7215,0.9914422876226258,11585,0.7005322479649343,0.019722265564050556,0.013772585629832908,-0.046267892897155605,0.044358125543007665,0.03425098174969237
2012-03-13,150968,43424,34352,75104,82186,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.8965001106262207,0.046910603571617825,-7082,0.08707550690384376,9072,-1.6452687883410482,0.01865980036874563,0.03231073853116643,0.044358125543007665,-0.01757988964888313,0.03194177195186618
2012-03-20,154394,48835,36560,72827,81578,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.828000068664551,0.05667966371750197,-8751,-1.1055322982353877,12275,2.1216416724073976,0.018684628088468637,0.08922068036770303,-0.01757988964888313,0.013322852383027328,0.02968403852203718
2012-03-27,152037,44370,36296,71533,77823,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.878999948501587,0.041371508251280935,-6290,1.5939738590877883,8074,-2.72096065909297,0.033805136720319234,0.05862445144174745,0.013322852383027328,0.009409635884608747,0.026376253838409046
2012-04-03,156569,48178,38649,71108,78085,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.9154999256134033,0.04456182258301452,-6977,-0.4518636910751988,9529,0.9570038872116656,0.0046047736824113734,0.07095719073560068,0.009409635884608747,-0.06882901858922086,0.023246521553855114
2012-04-10,148468,41312,40893,68891,66807,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.6459999084472656,-0.014036694775978662,2084,5.7872248018445545,419,-5.8185209077148095,0.09944877595837816,0.11082050970135636,-0.06882901858922086,-0.0005485066077128842,0.018146459053720455
2012-04-17,159119,41012,39755,84347,75969,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.6440000534057617,-0.05265241737316097,8378,4.239297357006223,1257,0.5644313926233263,0.1535592205394346,0.017804301261653895,-0.0005485066077128842,0.007546628366157382,0.013227269893203221
2012-04-24,159256,38687,36365,86726,76668,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.671499967575073,-0.06315617621942031,10058,1.055813573489024,2322,0.669310390336792,0.018837901024517423,0.07614720460480734,0.007546628366157382,0.04589403461319619,0.008128920694723863
2012-05-01,144241,41404,37514,77181,70533,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.839999914169312,-0.04608953071595455,6648,-2.141206610739941,3890,0.9845782890440549,0.1061510757274192,0.04898755670442738,0.04589403461319619,-0.040234377886130046,0.004218920942470627
2012-05-08,144583,42919,39388,78539,71298,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.685499906539917,-0.050081959843135085,7241,0.41111750473166436,3531,-0.2488890121394056,0.014168730019955018,0.04117511268786373,-0.040234377886130046,-0.044362999945594894,0.0019048904695735576
2012-05-15,147934,41857,45715,81899,67274,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.5220000743865967,-0.09886165452161098,14625,5.107101111472303,-3858,-5.110559332701632,0.04949957431974955,0.08437628465719636,-0.044362999945594894,-0.009795605150951348,-0.0005050516509176354
2012-05-22,150189,40184,50282,82296,60264,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.487499952316284,-0.1466951640932425,22032,5.0069625643868205,-10098,-4.218097259588736,0.05195707070707071,0.0689761899498154,-0.009795605150951348,-0.00688170028852908,-0.0037314851265514144
2012-05-29,148694,40639,52277,80418,56171,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.463500022888184,-0.1630664317322824,24247,1.4748084080724952,-11638,-1.0253746945515319,0.043715086866438733,0.026367902191226485,-0.00688170028852908,-0.050526909530768105,-0.008036410917690525
2012-06-05,156252,40259,56896,84559,56870,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.2885000705718994,-0.17720733174615366,27689,2.3148210418712254,-16637,-3.361937939661318,0.03422211851883277,0.051453862384848954,-0.050526909530768105,0.013836107367456663,-0.012780758838043473
2012-06-12,152084,38793,53745,83488,59025,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.3340001106262207,-0.16085189763551722,24463,-2.0646135729462665,-14952,1.0783861966566828,0.022636531404152605,0.04989301692277767,0.013836107367456663,0.029544022694816263,-0.0171684321053415
2012-06-19,144845,37756,52038,80224,56311,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.432499885559082,-0.16509372087403776,23913,-0.361642250335341,-14282,0.4405460140448699,0.04378364521917457,0.03055883466601332,0.029544022694816263,-0.034085904873727424,-0.021298319780900854
2012-06-26,146442,38453,55297,81024,53966,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.315500020980835,-0.18476939675776075,27058,2.1712865476889087,-16844,-1.7687873243812353,0.023298022075709312,0.04219733333333334,-0.034085904873727424,0.06605334377470795,-0.025747514919371366
2012-07-03,135682,37821,51039,74476,53138,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.5344998836517334,-0.15726478088471574,21338,-3.9059832561696783,-13218,2.4760656095928764,0.05779930101712978,0.0550303848750844,0.06605334377470795,-0.04003395129245535,-0.0313505616090918
2012-07-10,134099,39390,49755,72217,52834,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.3929998874664307,-0.1445424648953385,19383,-1.4408690909626922,-10365,2.1027107501363482,0.020495637779785848,0.03200403836446239,-0.04003395129245535,0.0176835199493397,-0.03747764367198266
2012-07-17,138098,39798,48085,72660,55967,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.453000068664551,-0.12087792726904083,16693,-2.0059806560824467,-8287,1.5496014138807896,0.0278013169863248,0.023645073563715393,0.0176835199493397,-0.028960365207818306,-0.04330115850768434
2012-07-24,142395,40765,53834,76444,53098,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.3529999256134038,-0.16395238596860845,23346,4.817593303306348,-13069,-3.4627583310402756,0.05135786077102407,0.07099440797471432,-0.028960365207818306,0.01983304157336052,-0.04981670244078413
2012-07-31,142774,38672,53392,80722,56652,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.4195001125335693,-0.16858811828484177,24070,0.5084448189894308,-14720,-1.1594508234137435,0.05701224394718069,0.0275351929092805,0.01983304157336052,0.007457177911988744,-0.056289063967635264
2012-08-07,145059,39673,56933,78943,52500,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.444999933242798,-0.18229134352229093,26443,1.662067323182092,-17260,-1.7790353986019865,0.04512222027799122,0.04701571330973232,0.007457177911988744,-0.024818578683357795,-0.061221912375590465
2012-08-14,156244,38883,56654,85218,59664,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.359499931335449,-0.16355188039220706,25554,-0.6128540800639739,-17771,-0.3522704554698433,0.09275824464046603,0.011189382124203189,-0.024818578683357795,0.0288733811736539,-0.06450333067554502
2012-08-21,149461,40773,53652,79314,59972,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.4565000534057617,-0.1294116859916634,19342,-3.9758326719746035,-12879,3.131000230408848,0.044598882874086414,0.05180831347630394,0.0288733811736539,0.0039056777074732985,-0.06679420083447146
2012-08-28,145214,41645,49741,76967,62936,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.470000028610229,-0.09662291514592257,14031,-3.553435344337319,-8096,3.2001659295736014,0.037962016540031306,0.052338432582671304,0.0039056777074732985,-0.00043231403093313414,-0.06840791217743306
2012-09-04,136512,38833,48892,73029,55555,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.4684998989105225,-0.12800339896858884,17474,2.3709835139862547,-10059,-1.3517980360020383,0.08802805947862875,0.041732687375320605,-0.00043231403093313414,0.07092404747530301,-0.07053542719488075
2012-09-11,147630,49549,47020,70720,68009,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.714499950408936,-0.0183634762582131,2711,-10.814433895921239,2529,9.221167369901547,0.10641610622148218,0.1303523905186965,0.07092404747530301,0.023690957141652147,-0.07022969258282237
2012-09-18,149098,51005,48001,69228,69515,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.802500009536743,0.0019249084494761834,-287,-2.0307525570683467,3004,0.32175032175032175,0.02160829735554226,0.02461466981799083,0.023690957141652147,-0.007626572990476199,-0.06871020342161438
2012-09-25,152263,54605,49473,68398,70804,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.7734999656677246,0.01580160643097798,-2406,-1.4212128935331125,5132,1.4272491918067312,0.01522248243559719,0.04873268125828705,-0.007626572990476199,0.00887768820346424,-0.06703408633375053
2012-10-02,152264,54815,45801,67291,74289,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.806999921798706,0.04595964903063101,-6998,-3.0158344443495793,9014,2.549536000210163,0.03243395959881339,0.038582332829768626,0.00887768820346424,-0.020488529510953812,-0.06467460958630458
2012-10-09,152004,54605,42786,65511,75988,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.7290000915527344,0.06892581774163838,-10477,-2.2848473703567485,11819,1.8421951347659327,0.024586746196086192,0.033113942766785434,-0.020488529510953812,-0.005631575851504089,-0.0610923134238376
2012-10-16,150296,52776,41281,66047,74396,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.7079999446868896,0.05555038058231756,-8349,1.3999631588642405,11495,-0.21315228546617193,0.015152054570181497,0.03544659089700926,-0.005631575851504089,-0.03559869780245306,-0.05800472710338355
2012-10-23,153564,48794,41891,70114,76016,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.575999975204468,0.03843348701518585,-5902,1.6281205088625115,6903,-3.0553041997125674,0.03891740231300896,0.05063681976071015,-0.03559869780245306,-0.0034955390856795665,-0.055651571202748246
2012-10-30,156569,45589,47883,73573,71924,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.563499927520752,-0.010532097669398157,1649,4.91716808627022,-2294,-5.9890338881508685,0.05189797727788202,0.0983931016775077,-0.0034955390856795665,-0.016135789737222406,-0.054852570804292726
2012-11-06,155396,42032,44229,74633,70909,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.50600004196167,-0.023964580812890938,3724,1.325294279199586,-2197,0.0619535157023421,0.014257052946915667,0.08359513569283918,-0.016135789737222406,-0.009412433535551656,-0.05466556540541759
2012-11-13,151884,41593,46017,71783,65074,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.4730000495910645,-0.044171868004529775,6709,1.9208988648356458,-4424,-1.4331128214368452,0.06346040027181657,0.025419472662938022,-0.009412433535551656,0.01209330685672061,-0.05469529309866275
2012-11-20,147748,39621,43052,75050,67260,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.515000104904175,-0.05272490998186101,7790,0.7117273708883095,-3431,0.6537884174764952,0.038317757009345796,0.05971719908555393,0.01209330685672061,0.006116606419910076,-0.054216626563372144
2012-11-27,145313,38126,41105,73463,66381,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.5364999771118164,-0.04873617639165113,7082,-0.4791943038146032,-2979,0.30592630695508566,0.017633934956093934,0.04344259191478083,0.006116606419910076,0.02742828296284361,-0.05350996828316419
2012-12-04,143993,44306,35254,71244,73478,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.633500099182129,0.015514643072927155,-2234,-6.410988693372238,9052,8.279369361309724,0.06437169193350009,0.15121920563097033,0.02742828296284361,0.010320600965721516,-0.0519000350306193
2012-12-11,151310,48593,35962,71641,81729,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.671000003814697,0.06667107263234419,-10088,-5.4544318126575595,12631,2.4855374914058324,0.05638651626784899,0.05907397551889303,0.010320600965721516,-0.009398017443329243,-0.04929935128116169
2012-12-18,153815,51535,36481,70922,84667,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.6364998817443848,0.08936059552059292,-13745,-2.41689247240764,15054,1.6013482254973233,0.023504232304340282,0.039322395928013086,-0.009398017443329243,0.005637339137114283,-0.04569641204572524
2013-01-08,156245,47014,34638,73141,89080,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.6570000648498535,0.10201286441166117,-15939,-1.4263888437408576,12376,-1.7410525631440368,0.040882499799656025,0.07794052809484152,0.005637339137114283,-0.009297281298061066,-0.04203024749949094
2013-01-15,155689,48130,36148,73334,89553,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.622999906539917,0.10417563218981431,-16219,-0.17920573458350667,11982,-0.2521680693782201,0.00408872408479498,0.03115878402430053,-0.009297281298061066,0.01876899805560206,-0.0387796735225078
2013-01-22,161899,48234,38699,75176,90923,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.690999984741211,0.09726434381929475,-15747,0.3031684961686439,9535,-1.5717231146709143,0.019337864767397756,0.030540761275925137,0.01876899805560206,-0.003657538677940275,-0.035871268041380515
2013-01-29,168493,50672,41305,75776,92214,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.677500009536743,0.09755894903645848,-16438,-0.42680930703710335,9367,-0.1037683988165461,0.011256622418001072,0.054839796905748174,-0.003657538677940275,0.02284156954175587,-0.0336855999911218
2013-02-05,183941,61901,45697,81590,105513,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.7614998817443848,0.13005800773073975,-23923,-4.442321045978171,16204,4.057735336186073,0.10215229044964538,0.14517927842524955,0.02284156954175587,-0.006646246905439024,-0.031161043964628814
2013-02-12,174441,60104,44242,74836,96583,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.736500024795532,0.12466679278380656,-21747,1.1829880233335688,15862,-0.18592918381437526,0.09149510847688996,0.03116554539704445,-0.006646246905439024,-0.024621974312559636,-0.028918807947117982
2013-02-19,178372,58575,49258,77953,94735,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.6445000171661377,0.0940842733164398,-16782,2.846234543484617,9317,-3.751984911803991,0.028751273973871953,0.060695705396307253,-0.024621974312559636,-0.02140213151245951,-0.027659632232608942
2013-02-26,161180,46791,47519,77621,79586,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.566499948501587,0.012191338875791042,-1965,8.306797030924136,-728,-5.631489247191263,0.09847525873529804,0.1433888240907645,-0.02140213151245951,-0.01962706694337879,-0.028443943845283363
2013-03-05,159485,49328,54915,78416,70708,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.496500015258789,-0.04833056400288428,7708,6.0013649336145924,-5587,-3.0146420151383544,0.0648654810761514,0.09528697370566849,-0.01962706694337879,0.011869038001323329,-0.030203900883202826
2013-03-12,158500,48151,54295,79207,70107,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.5380001068115234,-0.05741324921135647,9100,0.8728093551117659,-6144,-0.3492491456876822,0.009322635519777115,0.017540948402085,0.011869038001323329,-0.04027703725906784,-0.03240368102775114
2013-03-19,168616,48036,64206,84936,68845,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.3954999446868896,-0.095429852445794,16091,4.410725552050473,-16170,-6.325552050473187,0.04546075262873827,0.08932485165980648,-0.04027703725906784,0.010896757907502774,-0.035147270992818065
2013-03-26,172979,49956,70143,88515,66751,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.432499885559082,-0.12581874100324317,21764,3.3644493998197085,-20187,-2.3823361958533,0.03653729728337176,0.06542102765218695,0.010896757907502774,-0.01762561065025725,-0.038468989157719236
2013-04-02,179944,48872,75877,91372,64250,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.371999979019165,-0.15072466989730138,27122,3.0974858219783905,-27005,-3.9415189127003853,0.034429579365385356,0.054653744719396546,-0.01762561065025725,0.01957294933329412,-0.042457534034927
2013-04-09,182719,47713,75552,91588,62370,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.437999963760376,-0.15990674204653046,29218,1.1648068287911795,-27839,-0.4634775263415285,0.013614102547448005,0.012039102746116092,0.01957294933329412,-0.0382489840337914,-0.04632826961757722
2013-04-16,187450,44854,68981,104687,74314,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.30649995803833,-0.16203254201120298,30373,0.6321181705241381,-24127,2.0315347610264944,0.1399042463449925,0.08283919708349805,-0.0382489840337914,-0.0642673097370684,-0.05030123816746602
2013-04-23,172312,43366,64755,98096,68995,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.094000101089477,-0.16888551000510701,29101,-0.6785809549213123,-21389,1.4606561749799947,0.07127852487566655,0.052848197852406104,-0.0642673097370684,0.030219746559671856,-0.05327909999879542
2013-04-30,166042,43244,67243,93694,62994,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.1875,-0.18489297888486045,30700,0.9279678722317657,-23999,-1.5146942755002553,0.06639308689880527,0.02362268864210269,0.030219746559671856,0.03545095406326593,-0.05582218772017425
